disease_id,disease_name,therapeutic_area,chronic_or_acute,severity_level,brief_clinical_description,typical_patient_profile,common_comorbidities
DIS867,Treponema pallidum (Primary Syphilis),Infectious Diseases,Acute,Moderate,Chancre at inoculation site,Sexually active; MSM,Genital ulcer; Regional lymphadenopathy
DIS868,Treponema pallidum (Secondary Syphilis),Infectious Diseases,Acute,Moderate,Disseminated infection with rash, condyloma lata,Sexually active; untreated,Maculopapular rash; Fever; Lymphadenopathy; Meningitis
DIS869,Treponema pallidum (Tertiary Syphilis - Gummatous),Infectious Diseases,Chronic,Severe,Late benign syphilis with gummas,Untreated syphilis years later,Destructive lesions (skin, bone, liver)
DIS870,Treponema pallidum (Tertiary Syphilis - Cardiovascular),Infectious Diseases,Chronic,Severe,Aortitis, aortic aneurysm, aortic regurgitation,As above,Aortic aneurysm; Aortic regurgitation; Coronary ostial stenosis
DIS871,Treponema pallidum (Neurosyphilis - General paresis),Neurology,Chronic,Severe,Progressive dementia and psychiatric symptoms,Untreated syphilis,Dementia; Personality change; Argyll Robertson pupils
DIS872,Treponema pallidum (Neurosyphilis - Tabes dorsalis),Neurology,Chronic,Severe,Dorsal root degeneration,Ataxia; Lightning pains; Urinary incontinence; Argyll Robertson pupils
DIS873,Borrelia burgdorferi (Lyme disease - Early localized),Infectious Diseases,Acute,Moderate,Erythema migrans,Tick exposure in endemic areas,Rash; Flu-like symptoms
DIS874,Borrelia burgdorferi (Lyme disease - Early disseminated),Infectious Diseases,Acute,Severe,Neurologic, cardiac involvement,Multiple rashes; Cranial nerve palsy; Meningitis; Heart block
DIS875,Borrelia burgdorferi (Lyme disease - Late),Infectious Diseases,Chronic,Moderate,Arthritis, acrodermatitis chronica atrophicans,Recurrent arthritis; Skin atrophy
DIS876,Borrelia recurrentis (Relapsing fever - Louse-borne),Infectious Diseases,Acute,Severe,Epidemic relapsing fever,War; refugee; famine,High fever; Relapses; Jaundice; Bleeding; Death
DIS877,Borrelia hermsii (Relapsing fever - Tick-borne),Infectious Diseases,Acute,Moderate,Sporadic,Outdoor exposure; rodents,Febrile relapses; Less severe
DIS878,Leptospira interrogans (Leptospirosis - Anicteric),Infectious Diseases,Acute,Moderate,Mild leptospirosis,Flood; water exposure,Fever; Myalgia; Conjunctival suffusion
DIS879,Leptospira interrogans (Leptospirosis - Icteric - Weil's disease),Infectious Diseases,Acute,Severe,Severe form with organ failure,Jaundice; Renal failure; Hemorrhage; ARDS
DIS880,Treponema pertenue (Yaws),Infectious Diseases,Chronic,Moderate,Non-venereal treponematosis,Children in tropics,Papilloma; Bone lesions; Late destructive lesions
DIS881,Treponema carateum (Pinta),Infectious Diseases,Chronic,Mild,Non-venereal treponematosis,Central/South America,Dyschromic skin lesions; Hyperkeratosis
DIS882,Chlamydia trachomatis (Trachoma),Ophthalmology,Chronic,Moderate,Chronic conjunctivitis leading to blindness,Children in endemic areas; poor hygiene,Conjunctival scarring; Trichiasis; Corneal opacity
DIS883,Chlamydia trachomatis (Lymphogranuloma venereum - LGV),Infectious Diseases,Acute,Moderate,STI causing inguinal syndrome,MSM; tropical,Genital ulcer; Inguinal lymphadenopathy; Proctocolitis
DIS884,Chlamydia psittaci (Psittacosis) (already)
DIS885,Coxiella burnetii (Q fever - Acute),Infectious Diseases,Acute,Severe,Acute Q fever,Sheep/goat exposure,Fever; Hepatitis; Pneumonia
DIS886,Coxiella burnetii (Q fever - Chronic),Infectious Diseases,Chronic,Severe,Chronic infection,Valvular heart disease; pregnancy; immunocompromised,Endocarditis; Vascular infection; Osteomyelitis
DIS887,Bartonella henselae (Cat scratch disease),Infectious Diseases,Acute,Moderate,Lymphadenitis after cat scratch,Children; cat owners,Regional lymphadenopathy; Fever; Parinaud oculoglandular syndrome
DIS888,Bartonella henselae (Bacillary angiomatosis),Infectious Diseases,Chronic,Moderate,Angioproliferative lesions in HIV,HIV with low CD4,Red papules; Subcutaneous nodules; Bone lesions
DIS889,Bartonella quintana (Trench fever),Infectious Diseases,Acute,Moderate,Fever, bone pain,Homeless; body lice,Relapsing fever; Bacteremia; Endocarditis
DIS890,Bartonella quintana (Bacillary angiomatosis) (as above)
DIS891,Brucella melitensis (Brucellosis - Acute),Infectious Diseases,Acute,Severe,Undulant fever,Unpasteurized dairy; farmers,Fever; Sweats; Arthralgia; Hepatosplenomegaly
DIS892,Brucella melitensis (Brucellosis - Chronic),Infectious Diseases,Chronic,Moderate,Persistent infection,As above,Fatigue; Depression; Arthritis; Spondylitis
DIS893,Francisella tularensis (Tularemia - Ulceroglandular),Infectious Diseases,Acute,Severe,Tick bite; rabbit contact,Outdoor; hunters,Ulcer; Lymphadenopathy; Fever
DIS894,Francisella tularensis (Tularemia - Pneumonic),Infectious Diseases,Acute,Severe,Inhalational,High mortality,Cough; Pleuritic chest pain; Sepsis
DIS895,Yersinia pestis (Plague - Bubonic),Infectious Diseases,Acute,Severe,Flea-borne; endemic,Swollen painful lymph nodes (bubo); Fever; Sepsis
DIS896,Yersinia pestis (Plague - Pneumonic),Infectious Diseases,Acute,Severe,Person-to-person airborne,High mortality; cough; hemoptysis; Respiratory failure
DIS897,Yersinia pestis (Plague - Septicemic),Infectious Diseases,Acute,Severe,Bloodstream without bubo,Shock; DIC; Purpura; Death
DIS898,Pasteurella multocida (Cellulitis after animal bite),Infectious Diseases,Acute,Moderate,Dog/cat bite wound infection,Animal bite; scratch,Rapid cellulitis; Abscess; Septic arthritis
DIS899,Capnocytophaga canimorsus (Sepsis after dog bite),Infectious Diseases,Acute,Severe,Dog bite in asplenic or immunocompromised,Asplenia; alcoholism,Sepsis; DIC; Gangrene; High mortality
DIS900,Erysipelothrix rhusiopathiae (Erysipeloid),Dermatology,Acute,Mild,Localized skin infection from fish/pigs,Fishermen; butchers; veterinarians,Local cellulitis; Arthritis; Endocarditis (rare)
DIS901,Spirillum minus (Rat-bite fever - Sodoku),Infectious Diseases,Acute,Moderate,Rat bite,Rodent exposure,Relapsing fever; Rash; Arthritis
DIS902,Streptobacillus moniliformis (Rat-bite fever - Haverhill fever),Infectious Diseases,Acute,Moderate,Rat bite or ingestion of contaminated milk,Rodent exposure; raw milk,Fever; Rash; Polyarthritis; Endocarditis
DIS903,Vibrio cholerae (Cholera),Infectious Diseases,Acute,Severe,Secretory diarrhea from cholera toxin,Endemic areas; disaster; poor sanitation,Profuse watery diarrhea; Dehydration; Electrolyte imbalance; Death
DIS904,Vibrio parahaemolyticus (Gastroenteritis),Gastroenterology,Acute,Moderate,Seafood-borne infection,Consumption of raw/undercooked shellfish,Diarrhea; Abdominal cramps; Nausea; Self-limited
DIS905,Vibrio vulnificus (Wound infection / Sepsis),Infectious Diseases,Acute,Severe,Seafood-borne or wound exposure in saltwater,Liver disease; immunocompromised; shellfish,Cellulitis; Bullae; Sepsis; High mortality
DIS906,Aeromonas hydrophila (Wound infection / Gastroenteritis),Infectious Diseases,Acute,Moderate,Freshwater exposure; ingestion,Immunocompromised; trauma,Cellulitis; Diarrhea; Sepsis
DIS907,Plesiomonas shigelloides (Gastroenteritis),Gastroenterology,Acute,Moderate,Seafood or travel-related,Travelers; shellfish,Secretory diarrhea; Abdominal pain
DIS908,Campylobacter jejuni (Gastroenteritis),Gastroenterology,Acute,Moderate,Common bacterial diarrhea,Poultry; unpasteurized milk,Diarrhea (often bloody); Fever; Abdominal pain; Guillain-Barré complication
DIS909,Helicobacter pylori (Gastritis),Gastroenterology,Chronic,Moderate,Infection causing chronic gastritis,All ages; developing countries,Dyspepsia; Peptic ulcer; MALT lymphoma; Gastric cancer
DIS910,Helicobacter pylori (Peptic ulcer disease) (already)
DIS911,Helicobacter pylori (Gastric MALT lymphoma) (already)
DIS912,Yersinia enterocolitica (Enterocolitis),Gastroenterology,Acute,Moderate,Fever, diarrhea, pseudoappendicitis,Children; iron overload,Diarrhea; Mesenteric adenitis; Erythema nodosum; Reactive arthritis
DIS913,Yersinia pseudotuberculosis (Mesenteric lymphadenitis),Gastroenterology,Acute,Moderate,Pseudoappendicitis,Children; adults,Abdominal pain; Fever; Diarrhea
DIS914,Clostridium perfringens (Food poisoning),Gastroenterology,Acute,Mild,Enterotoxin-mediated,Improperly stored meat,Watery diarrhea; Abdominal cramps; Short duration
DIS915,Clostridium perfringens (Gas gangrene),Infectious Diseases,Acute,Severe,Myonecrosis after trauma,Trauma; surgery; diabetes,Severe pain; Crepitus; Sepsis; Death
DIS916,Clostridium tetani (Tetanus) (already)
DIS917,Clostridium botulinum (Botulism) (already)
DIS918,Clostridium difficile (Antibiotic-associated colitis) (already)
DIS919,Clostridium sordellii (Toxic shock syndrome),Infectious Diseases,Acute,Severe,Postpartum; medical abortion; trauma,Rare; fulminant,Shock; Capillary leak; Hemoconcentration; High mortality
DIS920,Bacillus anthracis (Cutaneous anthrax) (already)
DIS921,Bacillus anthracis (Inhalational anthrax),Infectious Diseases,Acute,Severe,Bioterrorism; industrial exposure,Mediastinal widening; Hemorrhagic mediastinitis; Sepsis; Death
DIS922,Bacillus anthracis (Gastrointestinal anthrax),Infectious Diseases,Acute,Severe,Ingestion of contaminated meat,Developing countries; ingestion,Abdominal pain; Bloody diarrhea; Sepsis
DIS923,Bacillus cereus (Food poisoning - Emetic),Gastroenterology,Acute,Mild,Rice-related vomiting,Reheated fried rice,Nausea; Vomiting; Short incubation
DIS924,Bacillus cereus (Food poisoning - Diarrheal),Gastroenterology,Acute,Mild,Meat/vegetable dishes,Watery diarrhea; Cramps
DIS925,Bacillus cereus (Ocular infections),Ophthalmology,Acute,Severe,Post-traumatic endophthalmitis,Penetrating eye injury,Rapid vision loss; Panophthalmitis; Enucleation
DIS926,Listeria monocytogenes (Foodborne febrile gastroenteritis),Gastroenterology,Acute,Mild,Mild illness in healthy,Contaminated food,Fever; Diarrhea; Self-limited
DIS927,Listeria monocytogenes (Meningitis) (already)
DIS928,Listeria monocytogenes (Rhombencephalitis),Neurology,Acute,Severe,Brainstem encephalitis,Immunocompromised; elderly,Cranial nerve deficits; Ataxia; Respiratory failure
DIS929,Nocardia species (Nocardiosis - Pulmonary),Pulmonology,Chronic,Severe,Chronic pulmonary infection in immunocompromised,Immunocompromised; chronic lung disease,Cough; Fever; Nodules; Cavitation; Brain abscess
DIS930,Nocardia species (Nocardiosis - Cutaneous),Dermatology,Acute,Moderate,Traumatic inoculation,Soil exposure; gardeners,Cellulitis; Abscess; Mycetoma
DIS931,Nocardia species (Nocardiosis - CNS),Neurology,Chronic,Severe,Brain abscess,Immunocompromised,Headache; Seizures; Focal deficits
DIS932,Actinomyces israelii (Actinomycosis - Cervicofacial),Infectious Diseases,Chronic,Moderate,Chronic granulomatous infection,Poor oral hygiene; dental infection,Lumpy jaw; Sinus tracts; Sulfur granules
DIS933,Actinomyces israelii (Actinomycosis - Thoracic),Pulmonology,Chronic,Severe,Pulmonary involvement,As above,Cough; Hemoptysis; Chest wall sinus
DIS934,Actinomyces israelii (Actinomycosis - Abdominal),Gastroenterology,Chronic,Severe,Abdominal mass; fistula,Appendicitis; IUD (pelvic),Mass; Sinus; Fever
DIS935,Actinomyces israelii (Pelvic actinomycosis),Obstetrics and Gynecology,Chronic,Moderate,Associated with long-term IUD use,Women with IUD,Pelvic mass; Pain; Fistula
DIS936,Whipple's disease (Tropheryma whipplei),Gastroenterology,Chronic,Severe,Multisystem infection,Adults; middle-aged; white males,Arthralgia; Diarrhea; Weight loss; CNS involvement; Endocarditis
DIS937,Malakoplakia (E. coli, others),Urology,Chronic,Moderate,Rare inflammatory disorder,Immunocompromised; renal transplant,Urinary tract; Mass lesions; Histiocytes with Michaelis-Gutmann bodies
DIS938,Rhinoscleroma (Klebsiella rhinoscleromatis),Otorhinolaryngology,Chronic,Moderate,Chronic granuloma of nose,Endemic; poor hygiene,Nasal obstruction; Mass; Sclerosis
DIS939,Chronic Granulomatous Disease (CGD) - Infections,Immunology,Chronic,Severe,Phagocyte defect causing recurrent bacterial/fungal infections,Children; X-linked or AR,Recurrent abscesses; Pneumonia; Osteomyelitis; Granulomas
DIS940,Leukocyte Adhesion Deficiency (LAD),Immunology,Chronic,Severe,Defect in leukocyte adhesion,Infants; delayed separation of cord,Recurrent infections without pus; Periodontitis
DIS941,Hyper-IgE Syndrome (Job's syndrome),Immunology,Chronic,Moderate,STAT3 mutation,Coarse facies; eczema; recurrent pneumatoceles,Recurrent skin/lung abscesses; Eczema; Eosinophilia
DIS942,Common Variable Immunodeficiency (CVID) - Complications,Immunology,Chronic,Severe,Hypogammaglobulinemia,Adults; recurrent sinopulmonary infections,Enteropathy; Nodular lymphoid hyperplasia; Autoimmunity; Lymphoma
DIS943,X-linked Agammaglobulinemia (Bruton's),Immunology,Chronic,Severe,Lack of B cells,Boys; recurrent infections after 6 months,Sinopulmonary infections; Enterovirus; Arthritis
DIS944,Severe Combined Immunodeficiency (SCID) - Typical,Immunology,Acute,Severe,Infants; failure to thrive; severe infections,Early death without transplant,Opportunistic infections; Graft-versus-host from maternal cells
DIS945,DiGeorge Syndrome (22q11.2 deletion),Immunology,Chronic,Severe,Thymic aplasia; cardiac defects; hypocalcemia,Infants; conotruncal anomalies,T-cell deficiency; Cardiac; Palate; Hypocalcemia
DIS946,Wiskott-Aldrich Syndrome,Immunology,Chronic,Severe,X-linked; eczema; thrombocytopenia; infections,Boys; small platelets,Eczema; Bleeding; Autoimmunity; Lymphoma
DIS947,Ataxia-telangiectasia,Immunology,Chronic,Severe,DNA repair defect; cerebellar ataxia; telangiectasias,Children; recurrent infections,Progressive ataxia; Telangiectasias; Malignancy
DIS948,Hereditary Angioedema (C1 inhibitor deficiency) (already)
DIS949,Acquired Angioedema (C1 inhibitor deficiency),Immunology,Chronic,Moderate,Associated with lymphoproliferative or autoimmune disease,Adults; lymphoma; MGUS,Recurrent angioedema without urticaria
DIS950,Mastocytosis (Cutaneous),Dermatology,Chronic,Mild,Urticaria pigmentosa in children,Children; benign,Macules; Pruritus; Darier's sign
DIS951,Mastocytosis (Systemic Indolent),Immunology,Chronic,Moderate,Clonal mast cells in adults,Adults; KIT mutation,Urticaria pigmentosa; Anaphylaxis; Osteoporosis; GI symptoms
DIS952,Mastocytosis (Systemic Aggressive),Immunology,Chronic,Severe,Organ dysfunction due to mast cell infiltration,Adults; poor prognosis,Cytopenias; Hepatosplenomegaly; Malabsorption; Bone lesions
DIS953,Mast Cell Leukemia (already)
DIS954,Myelodysplastic Syndromes (MDS) - Low risk,Hematology,Chronic,Moderate,Cytopenias with dysplasia,Elderly; asymptomatic,Anemia; Transfusion dependence; Infection
DIS955,Myelodysplastic Syndromes (MDS) - High risk,Hematology,Chronic,Severe,Excess blasts, high risk of AML,As above,Pancytopenia; Progression to AML; Bleeding; Infection
DIS956,Myelodysplastic/Myeloproliferative Neoplasm (MDS/MPN),Hematology,Chronic,Severe,Overlap features (CMML),Elderly; splenomegaly,Monocytosis; Cytopenias; Transformation
DIS957,Chronic Myelomonocytic Leukemia (CMML),Hematology,Chronic,Severe,Monocytosis >1, dysplastic features,Elderly; splenomegaly,Fatigue; Infection; Bleeding; AML transformation
DIS958,Atypical Chronic Myeloid Leukemia (aCML),Hematology,Chronic,Severe,BCR-ABL negative, neutrophilia, dysplasia,Elderly; poor prognosis,Neutrophilia; Anemia; Thrombocytopenia; AML
DIS959,Chronic Neutrophilic Leukemia (CNL),Hematology,Chronic,Moderate,Pure neutrophilia, no dysplasia,Adults; splenomegaly,Asymptomatic; Gout; Bleeding; AML risk
DIS960,Chronic Eosinophilic Leukemia (CEL),Hematology,Chronic,Severe,Clonal eosinophilia,Adults; organ damage,Cardiac; Lung; Neurologic; AML
DIS961,Hypereosinophilic Syndrome (HES) (already)
DIS962,Polycythemia Vera (already)
DIS963,Essential Thrombocythemia (already)
DIS964,Primary Myelofibrosis (PMF) - Prefibrotic,Hematology,Chronic,Moderate,Early stage with hypercellular marrow,Adults; JAK2/MPL/CALR mutation,Asymptomatic; Fatigue; Progression
DIS965,Primary Myelofibrosis (PMF) - Fibrotic,Hematology,Chronic,Severe,Overt myelofibrosis with cytopenias and extramedullary hematopoiesis,Adults; massive splenomegaly,Constitutional symptoms; Cachexia; Portal hypertension; Blast phase
DIS966,Post-PV/ET Myelofibrosis,Hematology,Chronic,Severe,Evolution from PV or ET,As above,Similar to PMF
DIS967,Acute Myeloid Leukemia (AML) - with recurrent genetic abnormalities,Oncology,Acute,Severe,AML with t(8;21), inv(16), etc.,Adults; children,Variable prognosis; Good risk with core-binding factor
DIS968,Acute Myeloid Leukemia (AML) - with myelodysplasia-related changes,Oncology,Acute,Severe,AML arising from MDS or with MDS karyotype,Elderly; prior MDS,Poor prognosis; Cytopenias
DIS969,Acute Myeloid Leukemia (AML) - therapy-related,Oncology,Acute,Severe,Prior chemotherapy/radiation,Prior cancer treatment,Poor prognosis; Complex karyotype
DIS970,Acute Myeloid Leukemia (AML) - NOS (AML with maturation),Oncology,Acute,Severe,AML not otherwise specified,All ages,Variable
DIS971,Acute Promyelocytic Leukemia (APL) (already)
DIS972,Acute Lymphoblastic Leukemia (ALL) - B-cell,Oncology,Acute,Severe,Precursor B-cell ALL,Children; adults,High cure rate in children; adults worse
DIS973,Acute Lymphoblastic Leukemia (ALL) - T-cell,Oncology,Acute,Severe,Precursor T-cell ALL,Adolescents; young adults,Mediastinal mass; CNS involvement; Aggressive
DIS974,Acute Lymphoblastic Leukemia (ALL) - Philadelphia chromosome-positive,Oncology,Acute,Severe,BCR-ABL1 positive ALL,Adults; poor prognosis,Tyrosine kinase inhibitor response
DIS975,Burkitt Leukemia/Lymphoma (FAB L3),Oncology,Acute,Severe,Mature B-cell ALL with MYC translocation,Children; adults; HIV,Abdominal mass; Bone marrow; CNS; Highly aggressive but curable
DIS976,Blastic Plasmacytoid Dendritic Cell Neoplasm (BPDCN) (already)
DIS977,Hairy Cell Leukemia (already)
DIS978,Hairy Cell Leukemia variant,Hematology,Chronic,Severe,Resistant to standard therapy,Adults; poor response,Pancytopenia; Splenomegaly; Aggressive course
DIS979,Chronic Lymphocytic Leukemia (CLL) - with del17p,Oncology,Chronic,Severe,Poor-risk CLL with TP53 mutation,Elderly; poor prognosis,Resistant to chemoimmunotherapy; need targeted agents
DIS980,Chronic Lymphocytic Leukemia (CLL) - with mutated IGHV,Oncology,Chronic,Moderate,Better prognosis,Indolent course; long survival
DIS981,Chronic Lymphocytic Leukemia (CLL) - with unmutated IGHV,Oncology,Chronic,Severe,Worse prognosis,Progressive; need early treatment
DIS982,Prolymphocytic Leukemia (PLL) - B-cell,Hematology,Chronic,Severe,Aggressive variant with prolymphocytes,Adults; elderly,High WBC; Splenomegaly; Poor response
DIS983,Prolymphocytic Leukemia (PLL) - T-cell,Hematology,Chronic,Severe,Aggressive T-cell leukemia,Adults; hepatosplenomegaly,High WBC; Skin involvement; CNS; Very poor prognosis
DIS984,Adult T-cell Leukemia/Lymphoma (ATLL) - Acute type,Oncology,Acute,Severe,HTLV-1 associated,Endemic (Japan, Caribbean); adults,Lymphadenopathy; Hypercalcemia; Skin lesions; Poor prognosis
DIS985,Adult T-cell Leukemia/Lymphoma (ATLL) - Lymphoma type,Oncology,Acute,Severe,Lymphadenopathy predominant,As above,As above
DIS986,Adult T-cell Leukemia/Lymphoma (ATLL) - Chronic type,Oncology,Chronic,Moderate,Indolent course,As above,Skin lesions; Lymphocytosis; Better prognosis
DIS987,Adult T-cell Leukemia/Lymphoma (ATLL) - Smoldering type,Oncology,Chronic,Low,Minimal disease,As above,Skin lesions; Normal calcium; Long survival
DIS988,Extranodal NK/T-cell Lymphoma (Nasal type) (already)
DIS989,Enteropathy-associated T-cell Lymphoma (EATL) (already)
DIS990,Monomorphic Epitheliotropic Intestinal T-cell Lymphoma (MEITL),Oncology,Acute,Severe,Rare T-cell lymphoma of intestine,Adults; celiac disease not required,Intestinal perforation; Obstruction; Poor prognosis
DIS991,Indolent T-cell Lymphoproliferative Disorder of the GI Tract,Oncology,Chronic,Low,Rare, indolent,Adults; asymptomatic,Incidental; Mucosal infiltration; Excellent prognosis
DIS992,Hepatosplenic T-cell Lymphoma,Oncology,Acute,Severe,Rare aggressive T-cell lymphoma,Young adults; immunosuppression (IBD therapy),Hepatosplenomegaly; Cytopenias; Bone marrow; Poor prognosis
DIS993,Subcutaneous Panniculitis-like T-cell Lymphoma (already)
DIS994,Mycosis Fungoides (Patch stage),Oncology,Chronic,Low,Early CTCL,Adults; indolent,Patches; May progress
DIS995,Mycosis Fungoides (Plaque stage),Oncology,Chronic,Moderate,Progressive,As above,Plaques; Infiltration
DIS996,Mycosis Fungoides (Tumor stage),Oncology,Chronic,Severe,Advanced CTCL with tumors,As above,Nodules; Ulceration; Lymph node involvement
DIS997,Sézary Syndrome (already)
DIS998,Primary Cutaneous CD30+ T-cell Lymphoproliferative Disorders (LyP),Oncology,Chronic,Low,Lymphomatoid papulosis,Adults; benign,Recurrent self-healing papules; CD30+
DIS999,Primary Cutaneous Anaplastic Large Cell Lymphoma (C-ALCL),Oncology,Chronic,Moderate,Skin-limited ALCL,Adults; solitary nodule,Spontaneous regression; Good prognosis
DIS1000,Primary Cutaneous CD4+ Small/Medium T-cell Lymphoproliferative Disorder,Oncology,Chronic,Low,Rare, indolent,Adults; solitary plaque,Excellent prognosis
DIS1001,Primary Cutaneous Gamma-Delta T-cell Lymphoma,Oncology,Acute,Severe,Aggressive cutaneous lymphoma,Adults; poor prognosis,Necrotic plaques; Subcutaneous; Hemophagocytosis
DIS1002,Primary Cutaneous Aggressive Epidermotropic CD8+ T-cell Lymphoma,Oncology,Acute,Severe,Rare aggressive,Adults; poor prognosis,Necrotic plaques; Ulceration; Rapid progression
DIS1003,Angioimmunoblastic T-cell Lymphoma (AITL) (already)
DIS1004,Anaplastic Large Cell Lymphoma (ALCL), ALK+,Oncology,Chronic,Moderate,CD30+, ALK+ T-cell lymphoma,Children; young adults; good prognosis,Peripheral lymph nodes; Extranodal; Curable
DIS1005,Anaplastic Large Cell Lymphoma (ALCL), ALK-,Oncology,Chronic,Severe,CD30+, ALK- T-cell lymphoma,Adults; worse prognosis,Similar presentation but worse outcome
DIS1006,Breast Implant-associated ALCL,Oncology,Chronic,Moderate,CD30+ ALCL around breast implants,Women with textured implants,Seroma; Mass; Usually indolent
DIS1007,Follicular Lymphoma (Grade 1-2),Oncology,Chronic,Moderate,Indolent B-cell lymphoma,Adults; advanced stage,Asymptomatic lymphadenopathy; Watch and wait; Long survival
DIS1008,Follicular Lymphoma (Grade 3A),Oncology,Chronic,Moderate,May behave more aggressively,As above,May be treated more intensively
DIS1009,Follicular Lymphoma (Grade 3B),Oncology,Chronic,Severe,Treated as DLBCL,As above,Need anthracycline-based chemo
DIS1010,Marginal Zone Lymphoma (MALT type) - Gastric (already)
DIS1011,Marginal Zone Lymphoma (MALT type) - Ocular adnexa,Oncology,Chronic,Moderate,Conjunctival/orbital MALT,Adults; associated with Chlamydia psittaci?,Localized; Radiotherapy
DIS1012,Marginal Zone Lymphoma (MALT type) - Salivary gland,Oncology,Chronic,Moderate,Associated with Sjögren's,As above,Local; May disseminate
DIS1013,Marginal Zone Lymphoma (MALT type) - Thyroid,Oncology,Chronic,Moderate,Hashimoto's thyroiditis association,Adults; women,Indolent
DIS1014,Marginal Zone Lymphoma (Nodal),Oncology,Chronic,Moderate,Similar to extranodal but nodal,Adults; advanced,Lymphadenopathy; Indolent
DIS1015,Marginal Zone Lymphoma (Splenic),Oncology,Chronic,Moderate,Splenomegaly; bone marrow,Adults; HCV association,Cytopenias; Splenectomy may be curative
DIS1016,Lymphoplasmacytic Lymphoma (Waldenström Macroglobulinemia) (already)
DIS1017,Mantle Cell Lymphoma (Classic),Oncology,Chronic,Severe,Cyclin D1+, aggressive,Adults; elderly; male,Lymphadenopathy; Extranodal; Bone marrow; Poor prognosis
DIS1018,Mantle Cell Lymphoma (Indolent),Oncology,Chronic,Moderate,Leukemic non-nodal form,As above,Slower progression; May watch and wait
DIS1019,Mantle Cell Lymphoma (Blastoid),Oncology,Acute,Severe,Highly aggressive variant,As above,Very poor prognosis; Need intensive therapy
DIS1020,Diffuse Large B-cell Lymphoma (DLBCL), NOS (already)
DIS1021,Diffuse Large B-cell Lymphoma (DLBCL) - Germinal center B-cell type (GCB),Oncology,Chronic,Severe,Better prognosis with R-CHOP,Adults,Good outcome
DIS1022,Diffuse Large B-cell Lymphoma (DLBCL) - Activated B-cell type (ABC),Oncology,Chronic,Severe,Worse prognosis,As above,Poorer outcome; Targeted therapies emerging
DIS1023,Primary Mediastinal Large B-cell Lymphoma (PMBCL),Oncology,Chronic,Severe,DLBCL arising in mediastinum,Young adults; female,Mediastinal mass; SVC syndrome; Curable with R-CHOP +/- radiotherapy
DIS1024,T-cell/Histiocyte-rich Large B-cell Lymphoma,Oncology,Chronic,Severe,Rare DLBCL variant,Adults; male; advanced,Often presents with B symptoms; aggressive
DIS1025,EBV-positive DLBCL, NOS,Oncology,Chronic,Severe,EBV+ in older adults,Elderly; immunosuppressed,More aggressive; Poor prognosis
DIS1026,Burkitt Lymphoma (Sporadic),Oncology,Acute,Severe,Abdominal presentation,Children; adults,Highly aggressive but curable with intensive chemo
DIS1027,Burkitt Lymphoma (Endemic),Oncology,Acute,Severe,Jaw/face mass in African children,Children; EBV-associated,As above
DIS1028,Burkitt Lymphoma (Immunodeficiency-associated),Oncology,Acute,Severe,HIV-associated,Adults; HIV,As above
DIS1029,High-grade B-cell Lymphoma with MYC and BCL2 and/or BCL6 rearrangements (Double/Triple-hit),Oncology,Acute,Severe,Aggressive lymphoma with translocations,Adults; elderly; advanced,Very poor; Need intensive therapy like DA-EPOCH-R
DIS1030,High-grade B-cell Lymphoma, NOS,Oncology,Acute,Severe,Burkitt-like or intermediate,Adults; aggressive,Poor outcome
DIS1031,Primary CNS Lymphoma (already)
DIS1032,Primary Vitreoretinal Lymphoma,Oncology,Chronic,Severe,DLBCL of eye,Adults; elderly; often CNS involvement later,Floaters; Vision loss; Masks uveitis
DIS1033,Primary Testicular Lymphoma,Oncology,Chronic,Severe,DLBCL of testis,Men >60; testicular mass,High risk of CNS relapse; Contralateral testis involvement
DIS1034,Lymphomatoid Granulomatosis,Oncology,Chronic,Severe,EBV-positive B-cell lymphoproliferation,Lungs; skin; CNS; immunocompromised,Nodules; Cavitation; Progressive
DIS1035,Post-transplant Lymphoproliferative Disorder (PTLD) - Early lesions,Oncology,Acute,Moderate,Plasmacytic hyperplasia,Post-transplant; EBV+,Polyclonal; May regress with reduced immunosuppression
DIS1036,PTLD - Polymorphic,Oncology,Acute,Severe,Polymorphic infiltrate,As above,Destructive; Need chemoimmunotherapy
DIS1037,PTLD - Monomorphic (DLBCL type),Oncology,Acute,Severe,DLBCL,As above,Treat as DLBCL
DIS1038,PTLD - Classical Hodgkin lymphoma type,Oncology,Acute,Severe,Hodgkin-like,As above,Treat as HL
DIS1039,Histiocytic Sarcoma (already)
DIS1040,Langerhans Cell Histiocytosis (LCH) - Single system,Oncology,Chronic,Moderate,Eosinophilic granuloma (bone),Children; young adults,Bone lesion; Diabetes insipidus if CNS involved
DIS1041,Langerhans Cell Histiocytosis (LCH) - Multisystem,Oncology,Chronic,Severe,High-risk (liver, spleen, bone marrow),Infants; poor prognosis,Organ dysfunction; Skin; Lung; Liver; Spleen; Mortality
DIS1042,Erdheim-Chester Disease (LCH-negative) (already)
DIS1043,Rosaï-Dorfman Disease (Sinus histiocytosis) (already)
DIS1044,IgG4-related Disease (already)
DIS1045,Castleman Disease (Unicentric) - Hyaline vascular type (already)
DIS1046,Castleman Disease (Unicentric) - Plasma cell type,Oncology,Chronic,Moderate,May have systemic symptoms,Adults; localized,Constitutional symptoms; Resection often curative
